video_id;instance_id;ref_exp;ref_exp_difficulty;ref_exp_information;appearance;obj-static;category;location;motion;obj-motion;static
CaWTbs0aMA8;3;someone is waiting for the ball nearby the goal;Non-trivial;Redundant Information;0;1;1;1;0;0;1
CmOTlqhp_4s;0;man walking with dogs on the beach;Trivial (Single Object Category);Not Applicable;;;;;;;
CmOTlqhp_4s;1;the left dog is walking;Non-trivial;Redundant Information;0;0;1;1;1;0;0
CmOTlqhp_4s;2;a dog is leading another dog with its owner;Non-trivial;Minimum Information;0;1;1;0;1;0;0
CprtLxsO_OU;0;man in white shirt running on the track;Non-trivial;Redundant Information;1;0;1;0;1;0;0
CprtLxsO_OU;1;man in white top and black shorts standing;Non-trivial;Redundant Information;1;0;1;0;0;0;1
CprtLxsO_OU;2;woman in white top and black pants standing on the left;Non-trivial;Redundant Information;1;0;1;1;0;0;1
DuEXIGWnuK8;0;black and white dog rolling on the meadow;Non-trivial;Redundant Information;1;0;1;1;1;0;0
DuEXIGWnuK8;1;the person is watching a dog;Trivial (Single Object Category);Not Applicable;;;;;;;
DuEXIGWnuK8;2;small white dog walking on the right;Non-trivial;Redundant Information;1;0;1;1;0;0;0
DxrkBmYhTro;0;boy in purple shirt dribbling a basketball ;Non-trivial;Redundant Information;1;0;1;0;1;1;0
DxrkBmYhTro;1;the person in the black shirt is standing;Non-trivial;Redundant Information;1;0;1;0;0;0;1
DxrkBmYhTro;2;ball bouncing up and down;Trivial (Single Object Category);Not Applicable;;;;;;;
EadxBPmQvtg;0;boy in the front left passing football;Incorrect Referring Expression;Not Applicable;;;;;;;
EadxBPmQvtg;1;a man in black is standing on the left side;Non-trivial;Redundant Information;1;0;1;1;0;0;1
EadxBPmQvtg;10;boy with number 19 playing football;Non-trivial;Redundant Information;1;0;1;0;1;0;0
EadxBPmQvtg;11;a small ball on the left;Not a Referring Expression;Not Applicable;;;;;;;
EadxBPmQvtg;2;Small boy near yellow line kicking the ball;Not a Referring Expression;Not Applicable;;;;;;;
EadxBPmQvtg;3;boy in blue passing football in the back;Not a Referring Expression;Not Applicable;;;;;;;
EadxBPmQvtg;4;boy with number 3 playing football;Non-trivial;Redundant Information;1;0;1;0;1;0;0
EadxBPmQvtg;5;boy playing football on the top left;Not a Referring Expression;Not Applicable;;;;;;;
EadxBPmQvtg;6;boy in blue shirt passing a football in the far left;Not a Referring Expression;Not Applicable;;;;;;;
EadxBPmQvtg;7;ball passed far on the left;Not a Referring Expression;Not Applicable;;;;;;;
EadxBPmQvtg;8;a white ball is rolling on top;Not a Referring Expression;Not Applicable;;;;;;;
EadxBPmQvtg;9;boy in blue shirt passing football in the far back;Not a Referring Expression;Not Applicable;;;;;;;
FddoRFa6nYY;0;a gray and orange bird is sitting in a branch;Non-trivial;Redundant Information;1;0;1;1;0;0;1
FddoRFa6nYY;1;a bird on the left is jumping to another branch;Incorrect Referring Expression;Not Applicable;;;;;;;
FtqgsJwG5cE;0;man throwing a bowling ball;Trivial (Single Object Category);Not Applicable;;;;;;;
FtqgsJwG5cE;1;the bowling ball is thrown;Trivial (Single Object Category);Not Applicable;;;;;;;
GJXC8Mo_ASQ;0;the dog is walking;Trivial (Single Object Category);Not Applicable;;;;;;;
GJXC8Mo_ASQ;1;woman standing on the right;Trivial (Single Object Category);Not Applicable;;;;;;;
GxcQTYlL6TQ;0;a bird is flying;Not a Referring Expression;Not Applicable;;;;;;;
GxcQTYlL6TQ;1;Bird flying just above the sea;Not a Referring Expression;Not Applicable;;;;;;;
H0MjkAHV1ww;0;a big dark dog on top is walking;Non-trivial;Redundant Information;1;0;1;1;1;0;0
H0MjkAHV1ww;1;a small black dog on top near a white dog is walking;Non-trivial;Redundant Information;1;0;1;1;1;0;0
H0MjkAHV1ww;2;yellow dog walking on the left;Incorrect Referring Expression;Not Applicable;;;;;;;
H0MjkAHV1ww;3;a small black dog is walking on the left with its friends;Not a Referring Expression;Not Applicable;;;;;;;
H0MjkAHV1ww;4;white brown dog is walking in the group of other dogs;Not a Referring Expression;Not Applicable;;;;;;;
H0MjkAHV1ww;5;the white dog is being walked;Non-trivial;Redundant Information;1;0;1;0;1;0;0
H0MjkAHV1ww;6;a small black dog is walking on the back;Not a Referring Expression;Not Applicable;;;;;;;
H0MjkAHV1ww;7;people walking in front of dogs;Trivial (Single Object Category);Not Applicable;;;;;;;
H1xN08TabmA;0;bowling ball rolling on the track;Trivial (Single Object Category);Not Applicable;;;;;;;
H1xN08TabmA;1;man throwing a bowling ball;Trivial (Single Object Category);Not Applicable;;;;;;;
HKOevvmGUOQ;0;man in green shirt standing;Non-trivial;Redundant Information;1;0;1;0;0;0;1
HKOevvmGUOQ;1;man in yellow shirt jumping over a man;Non-trivial;Redundant Information;1;0;1;1;1;0;0
IWUrJD-Lnvw;0;woman in blue shirt is eating an icecream;Non-trivial;Redundant Information;1;1;1;0;0;0;1
IWUrJD-Lnvw;1;Woman in pink is feeding another woman;Non-trivial;Redundant Information;1;1;1;0;0;0;1
IvRZz2odxA0;0;man in yellow running;Non-trivial;Minimum Information;1;0;1;0;1;0;0
IvRZz2odxA0;1;man in black running in the middle;Not a Referring Expression;Not Applicable;;;;;;;
IvRZz2odxA0;2;third man from the left running;Non-trivial;Minimum Information;0;0;1;1;1;0;0
IvRZz2odxA0;3;the second runner from the bottom is running;Non-trivial;Redundant Information;0;0;1;1;1;0;0
IvRZz2odxA0;4;man in black running on the athletic track;Not a Referring Expression;Not Applicable;;;;;;;
IvRZz2odxA0;5;second runner from the right running;Non-trivial;Redundant Information;0;0;1;1;1;0;0
IvRZz2odxA0;6;man in blue shirt running last in the run;Non-trivial;Redundant Information;1;0;1;1;1;0;0
IvRZz2odxA0;7;a man in yellow shirt is standing on the left side;Non-trivial;Redundant Information;1;0;1;1;0;0;1
IvRZz2odxA0;8;a man with black pant on the bottom is watching the race;Not a Referring Expression;Not Applicable;;;;;;;
Jq37leMMy_g;0;man in black shooting basketball;Non-trivial;Redundant Information;1;1;1;0;0;0;1
Jq37leMMy_g;1;man in black shirt to the left passing basketball;Non-trivial;Redundant Information;1;1;1;1;0;0;1
Jq37leMMy_g;2;Orange ball flying into the basket;Not a Referring Expression;Not Applicable;;;;;;;
Jq37leMMy_g;3;a man with red short pant is throwing a ball;Non-trivial;Redundant Information;1;1;1;0;0;0;1
Jq37leMMy_g;4;basketball flying into the basket;Not a Referring Expression;Not Applicable;;;;;;;
KPXOcOA1LmU;0;a man is climbing a rock;Non-trivial;Redundant Information;0;0;1;1;1;0;0
KPXOcOA1LmU;1;man standing on the left;Non-trivial;Redundant Information;0;0;1;1;0;0;1
LRGGsk88Ta0;0;a dog is walking;Trivial (Single Object Category);Not Applicable;;;;;;;
LRGGsk88Ta0;1;man walking with a dog on the road;Trivial (Single Object Category);Not Applicable;;;;;;;
LT5p1fbeaeM;0;bird walking in the back on the beach;Non-trivial;Redundant Information;0;0;1;1;1;0;0
LT5p1fbeaeM;1;the first bird from the right is walking ;Non-trivial;Redundant Information;0;0;1;1;1;0;0
Lkpk--TYF34;0;man crawling in the middle;Non-trivial;Redundant Information;0;0;1;1;1;0;0
Lkpk--TYF34;1;Soldier is crawling in the right bottom corner;Non-trivial;Redundant Information;0;0;1;1;1;0;0
Lkpk--TYF34;2;man crawling on the top;Non-trivial;Redundant Information;0;0;1;1;1;0;0
Loi4xrdGe_Y;0;a dark ball is rolling over a bowling floor;Trivial (Single Object Category);Not Applicable;;;;;;;
Loi4xrdGe_Y;1;a man is throwing a bowling ball;Trivial (Single Object Category);Not Applicable;;;;;;;
MX_m2T7_CdU;0;Gray dog running on a leash during dog show;Non-trivial;Redundant Information;1;0;1;1;1;0;0
MX_m2T7_CdU;1;woman in purple dress running with a dog;Non-trivial;Redundant Information;1;0;1;1;1;0;0
MX_m2T7_CdU;2;man in black suits walking;Non-trivial;Redundant Information;1;0;1;0;1;0;0
MxuHXkix-M8;0;Gray dog is running towards the tree;Not a Referring Expression;Not Applicable;;;;;;;
MxuHXkix-M8;1;a white dog on the back is standing on the left;Not a Referring Expression;Not Applicable;;;;;;;
MxuHXkix-M8;2;the dog is hopping up into the netted tree;Non-trivial;Redundant Information;0;0;1;1;1;0;0
MxuHXkix-M8;3;a white dog on the left is playing;Not a Referring Expression;Not Applicable;;;;;;;
N8HUWi_fhMU;0;the person with white shirt is walking;Non-trivial;Redundant Information;1;0;1;0;1;0;0
N8HUWi_fhMU;1;Woman in blue is bending ;Non-trivial;Redundant Information;1;0;1;0;0;0;1
N8HUWi_fhMU;2;White dog walking on the left;Non-trivial;Redundant Information;1;0;1;1;1;0;0
N8HUWi_fhMU;3;Dog with white black hair walking;Non-trivial;Redundant Information;1;0;1;0;1;0;0
N8HUWi_fhMU;4;small black dog following the group of white dogs;Non-trivial;Redundant Information;1;0;1;1;1;0;0
N8HUWi_fhMU;5;the white dog on the right is walking;Non-trivial;Redundant Information;1;0;1;1;1;0;0
N8HUWi_fhMU;6;white dog walking on the top;Non-trivial;Redundant Information;1;0;1;1;1;0;0
NZEJRwaDU2M;0;Guy performing long jumping;Non-trivial;Not Applicable;;;;;;;
NZEJRwaDU2M;1;man in white top and blue pants standing beside the running track;Non-trivial;Not Applicable;;;;;;;
NZEJRwaDU2M;2;the photographer is capturing a long jump event;Non-trivial;Not Applicable;;;;;;;
NZEJRwaDU2M;3;the person in blue is standing;Non-trivial;Not Applicable;;;;;;;
NZEJRwaDU2M;4;Guy in sports suit standing on the orange ground;Non-trivial;Not Applicable;;;;;;;
NZEJRwaDU2M;5;the first man with white shirt and black pant is sitting;Non-trivial;Not Applicable;;;;;;;
NZEJRwaDU2M;6;Person sitting on the chair near the track;Not a Referring Expression;Not Applicable;;;;;;;
NZEJRwaDU2M;7;man in black top sitting beside the running track;Not a Referring Expression;Not Applicable;;;;;;;
NZEJRwaDU2M;8;man in black shorts jumping into the sand pit;Incorrect Referring Expression;Not Applicable;;;;;;;
NuCjuBBad68;0;the third car in ranking is moving;Non-trivial;Not Applicable;;;;;;;
NuCjuBBad68;1;the second car to the left spinning ;Non-trivial;Not Applicable;;;;;;;
NuCjuBBad68;2;racing car running on outermost side of the road;Non-trivial;Not Applicable;;;;;;;
NuCjuBBad68;3;car on the left making a turn;Incorrect Referring Expression;Not Applicable;;;;;;;
NuCjuBBad68;4;car making a turn;Not a Referring Expression;Not Applicable;;;;;;;
OKoBgO3MvJo;0;a baby cat is climbing up of a wheel;Non-trivial;Not Applicable;;;;;;;
OKoBgO3MvJo;1;a cat is crawling through a bicycle;Non-trivial;Not Applicable;;;;;;;
OTZOCMTxQzw;0;a black cat is watching a ball;Trivial (Single Object Category);Not Applicable;;;;;;;
OTZOCMTxQzw;1;white ball bouncing up and down;Non-trivial;Not Applicable;;;;;;;
OTZOCMTxQzw;2;White ping pong ball is lying in the box;Not a Referring Expression;Not Applicable;;;;;;;
OTZOCMTxQzw;3;a white ball is jumping up and down;Non-trivial;Not Applicable;;;;;;;
P6RmP2giBTQ;0;green racing car running on left;Non-trivial;Not Applicable;;;;;;;
P6RmP2giBTQ;1;Reed yellow formula car riding in the middle of the track;Non-trivial;Not Applicable;;;;;;;
P6RmP2giBTQ;2;yellow racing car running in the front;Non-trivial;Not Applicable;;;;;;;
P6RmP2giBTQ;3;racing car in yellow running second;Non-trivial;Not Applicable;;;;;;;
PUMvr545LY4;0;big bird walking on the beach;Non-trivial;Not Applicable;;;;;;;
PUMvr545LY4;1;small bird standing on the bottom left;Non-trivial;Not Applicable;;;;;;;
PUMvr545LY4;2;small seagull walking on the right;Trivial (Single Object Category);Not Applicable;;;;;;;
Qd36ZT8sBI8;0;baby crawling to the toy car;Trivial (Single Object Category);Not Applicable;;;;;;;
Qd36ZT8sBI8;1;person with white tshirt kneeling on the ground;Trivial (Single Object Category);Not Applicable;;;;;;;
QpCuWsIgpmM;0;dog walking;Trivial (Single Object Category);Not Applicable;;;;;;;
QpCuWsIgpmM;1;person in black pants running;Non-trivial;Not Applicable;;;;;;;
RMoi2oNjMN0;0;bird eating on the top;Non-trivial;Not Applicable;;;;;;;
RMoi2oNjMN0;1;Sparrow is walking on the brown grass;Not a Referring Expression;Not Applicable;;;;;;;
RMoi2oNjMN0;2;sparrow sitting in the grass;Non-trivial;Not Applicable;;;;;;;
RMoi2oNjMN0;3;a sparrow on the right is walking;Incorrect Referring Expression;Not Applicable;;;;;;;
RMoi2oNjMN0;4;left most bird eating;Non-trivial;Not Applicable;;;;;;;
RUL3CsvaNYg;0;the dog is walking alongside its trainer;Trivial (Single Object Category);Not Applicable;;;;;;;
RUL3CsvaNYg;1;Person is walking with the dog;Trivial (Single Object Category);Not Applicable;;;;;;;
S55EopcAvtk;0;a black car is rolling on the air;Trivial (Single Object Category);Not Applicable;;;;;;;
S55EopcAvtk;1;Man in green pants is standing near the fence;Non-trivial;Not Applicable;;;;;;;
S55EopcAvtk;2;man in red jacket and white pants standing on the left;Non-trivial;Not Applicable;;;;;;;
S9UvpMZzv0U;0;the flagbearer in the blue jacket is carrying the flag of azerbaijan;Non-trivial;Not Applicable;;;;;;;
S9UvpMZzv0U;1;woman in red and white dress walking with an umbrella;Non-trivial;Not Applicable;;;;;;;
S9UvpMZzv0U;2;woman in red and green dress walking with an umbrella;Not a Referring Expression;Not Applicable;;;;;;;
SUVrO8_reRs;0;woman is walking on treadmill;Non-trivial;Not Applicable;;;;;;;
SUVrO8_reRs;1;a man in black is standing on the left and helping a girl;Non-trivial;Not Applicable;;;;;;;
TJcMQD0MVnY;0;the person in blue shorts is sprinting;Non-trivial;Not Applicable;;;;;;;
TJcMQD0MVnY;1;the person in yellow shirt is walking;Non-trivial;Not Applicable;;;;;;;
TM8VR4WCVKA;0;the person with the white shirt is running with a dog;Non-trivial;Not Applicable;;;;;;;
TM8VR4WCVKA;1;the dog is participating in an agility event;Non-trivial;Not Applicable;;;;;;;
TM8VR4WCVKA;2;a man in dark suit is standing on the back;Non-trivial;Not Applicable;;;;;;;
TTYIgsxZrg8;0;Man in yellow track on the right is running on the athletic track;Not a Referring Expression;Not Applicable;;;;;;;
TTYIgsxZrg8;1;a man in dark jersey on the middle is running;Non-trivial;Not Applicable;;;;;;;
TTYIgsxZrg8;2;third man from the left is running;Non-trivial;Not Applicable;;;;;;;
TpdeJeCCe54;0;gray and white cat walking in the wheel;Non-trivial;Not Applicable;;;;;;;
TpdeJeCCe54;1;the black cat on the right is sitting;Non-trivial;Not Applicable;;;;;;;
TpdeJeCCe54;2;Black cat sitting at the bottom of the wheel on the left side;Non-trivial;Not Applicable;;;;;;;
TpdeJeCCe54;3;a brown cat is running inside a rotating wheel;Non-trivial;Not Applicable;;;;;;;
TpdeJeCCe54;4;a black cat is walking inside a wheel;Non-trivial;Not Applicable;;;;;;;
UHoyyW8hOSE;0;black and white cat jumping to the toy;Non-trivial;Not Applicable;;;;;;;
UHoyyW8hOSE;1;brownish cat is jumping for the toy;Non-trivial;Not Applicable;;;;;;;
UHoyyW8hOSE;2;someone on the couch is training a cat;Trivial (Single Object Category);Not Applicable;;;;;;;
UzsH2DjQGB8;0;the man is waving flags at passing racecars;Trivial (Single Object Category);Not Applicable;;;;;;;
UzsH2DjQGB8;1;Yellow formula car is leading a race;Non-trivial;Not Applicable;;;;;;;
UzsH2DjQGB8;2;racing car running second;Non-trivial;Not Applicable;;;;;;;
UzsH2DjQGB8;3;Orange car is chasing two cars ahead;Non-trivial;Not Applicable;;;;;;;
VDhfvP_s8jw;0;Half naked guy climbing steep rock;Trivial (Single Object Category);Not Applicable;;;;;;;
VDhfvP_s8jw;1;a man is climbing up a rock;Trivial (Single Object Category);Not Applicable;;;;;;;
VhhPE6-O2_I;0;a soldier is crawling on the right;Non-trivial;Not Applicable;;;;;;;
VhhPE6-O2_I;1;man crawling on the left;Non-trivial;Not Applicable;;;;;;;
WAytNRuGTLw;0;red ball sat by a woman;Non-trivial;Not Applicable;;;;;;;
WAytNRuGTLw;1;a smaller red ball is being holded by a woman who appears to be doing pilates;Non-trivial;Not Applicable;;;;;;;
WAytNRuGTLw;2;Woman is lying on the red air ball;Trivial (Single Object Category);Not Applicable;;;;;;;
WAytNRuGTLw;3;White ball sitting beside a red ball;Non-trivial;Not Applicable;;;;;;;
WTrFVK82EJE;0;the puppy is climbing on top of another puppy;Non-trivial;Not Applicable;;;;;;;
WTrFVK82EJE;1;black dog rolling;Non-trivial;Not Applicable;;;;;;;
WW07-Rdwvr0;0;Guy in the training suit throwing the ball;Trivial (Single Object Category);Not Applicable;;;;;;;
WW07-Rdwvr0;1;a bouncing basketball;Trivial (Single Object Category);Not Applicable;;;;;;;
WXkPTjUBp90;0;car jumping up and down;Non-trivial;Not Applicable;;;;;;;
WXkPTjUBp90;1;woman with orange bag standing near the car;Non-trivial;Not Applicable;;;;;;;
XIt9hcPhdxs;0;Brown dog rolling on the carpet;Trivial (Single Object Category);Not Applicable;;;;;;;
XIt9hcPhdxs;1;a man is standing on the right;Trivial (Single Object Category);Not Applicable;;;;;;;
Y6m5YnRmWO4;0;man in red top jumping on the trampoline;Non-trivial;Not Applicable;;;;;;;
Y6m5YnRmWO4;1;boy kicking a orange ball;Non-trivial;Not Applicable;;;;;;;
Y6m5YnRmWO4;2;ball flying into the sky;Non-trivial;Not Applicable;;;;;;;
Y6m5YnRmWO4;3;a girl is watching a performance on the right;Incorrect Referring Expression;Not Applicable;;;;;;;
Y6m5YnRmWO4;4;man in striped shirt standing;Non-trivial;Not Applicable;;;;;;;
YAPQck9DCkk;0;Guy in white cap is eating at the table ;Non-trivial;Not Applicable;;;;;;;
YAPQck9DCkk;1;a bald man is eating a sandwich;Non-trivial;Not Applicable;;;;;;;
YIHjdVteO2A;0;a man is throwing a ball;Trivial (Single Object Category);Not Applicable;;;;;;;
YIHjdVteO2A;1;a basketball ball is flying;Trivial (Single Object Category);Not Applicable;;;;;;;
Z14ivKXWD0k;0;a dog is rolling on the floor;Trivial (Single Object Category);Not Applicable;;;;;;;
Z14ivKXWD0k;1;Orange ball laying on the floor near the dog;Trivial (Single Object Category);Not Applicable;;;;;;;
_Lyt-IwXCSo;0;a green bird is jumping over a stick;Trivial (Single Object Category);Not Applicable;;;;;;;
_Lyt-IwXCSo;1;yellow bird standing on the bottom left;Non-trivial;Not Applicable;;;;;;;
_Lyt-IwXCSo;2;a green bird flying through an abacus;Non-trivial;Not Applicable;;;;;;;
_O6VsB_6RII;0;woman in green top standing on the left;Non-trivial;Not Applicable;;;;;;;
_O6VsB_6RII;1;dog is walking around red cones;Non-trivial;Not Applicable;;;;;;;
_O6VsB_6RII;2;Woman walking with the dog around the cones;Non-trivial;Not Applicable;;;;;;;
_O6VsB_6RII;3;a dog is being holded by its owner inside a house ;Non-trivial;Not Applicable;;;;;;;
_Qtg1JGMF6U;0;a man is climbing up a tree;Trivial (Single Object Category);Not Applicable;;;;;;;
_Qtg1JGMF6U;1;black car standing on the beach;Trivial (Single Object Category);Not Applicable;;;;;;;
_WytjbKhj58;0;a boy is eating on the left;Non-trivial;Not Applicable;;;;;;;
_WytjbKhj58;1;a man in orange is eating sandwich on the right;Non-trivial;Not Applicable;;;;;;;
aMHCqrHTkRI;0;a baby is sitting in a mattress;Trivial (Single Object Category);Not Applicable;;;;;;;
aMHCqrHTkRI;1;a black cat is walking and jumping on the right;Incorrect Referring Expression;Not Applicable;;;;;;;
bNZs-hrr6XA;0;cat jumping over the bar;Trivial (Single Object Category);Not Applicable;;;;;;;
bNZs-hrr6XA;1;a person in red shirt is sitting;Trivial (Single Object Category);Not Applicable;;;;;;;
bigDZ_ySiE8;0;yellow ball bouncing up and down;Trivial (Single Object Category);Not Applicable;;;;;;;
bigDZ_ySiE8;1;man throwing a yellow ball;Trivial (Single Object Category);Not Applicable;;;;;;;
c_v0yvLyTP8;0;Dog is rolling on the floor;Trivial (Single Object Category);Not Applicable;;;;;;;
c_v0yvLyTP8;1;Green ball is lying on the carpet;Trivial (Single Object Category);Not Applicable;;;;;;;
cdjvk5bwFrQ;0;woman in pink jacket running with a dog;Non-trivial;Not Applicable;;;;;;;
cdjvk5bwFrQ;1;dog walking with a woman;Trivial (Single Object Category);Not Applicable;;;;;;;
cdjvk5bwFrQ;2;woman in black standing in the corner of the court;Non-trivial;Not Applicable;;;;;;;
d4gG8KTSXP4;0;a small car in the back is parked;Trivial (Single Object Category);Not Applicable;;;;;;;
d4gG8KTSXP4;1;a ball is flying on the air;Trivial (Single Object Category);Not Applicable;;;;;;;
dFNNLU9ymBc;0;the front car is moving;Non-trivial;Not Applicable;;;;;;;
dFNNLU9ymBc;1;racing car running second;Non-trivial;Not Applicable;;;;;;;
dFNNLU9ymBc;2;the fourth car in the ranking is moving;Non-trivial;Not Applicable;;;;;;;
dFNNLU9ymBc;3;blue racing car running;Not a Referring Expression;Not Applicable;;;;;;;
dH6cw_y-Ltg;0;cat walking towards the man;Not a Referring Expression;Not Applicable;;;;;;;
dH6cw_y-Ltg;1;yellow cat walking on the right;Non-trivial;Not Applicable;;;;;;;
dQVfzLc1QQg;0;Large black pickup truck standing near the garage;Non-trivial;Not Applicable;;;;;;;
dQVfzLc1QQg;1;a man is jumping into the car;Trivial (Single Object Category);Not Applicable;;;;;;;
dQVfzLc1QQg;2;the gray car is parked;Non-trivial;Not Applicable;;;;;;;
ehHKB0DAgsE;0;Cat eating food in the bowl on the ground;Trivial (Single Object Category);Not Applicable;;;;;;;
ehHKB0DAgsE;1;Small fluffy puppy biting the cat;Trivial (Single Object Category);Not Applicable;;;;;;;
f7QQKXPxjp0;0;Guy in the red shirt crawling under the steel wire;Non-trivial;Not Applicable;;;;;;;
f7QQKXPxjp0;1;man in white crawling in the mud;Non-trivial;Not Applicable;;;;;;;
f7QQKXPxjp0;2;a white man is crawling in the mud;Not a Referring Expression;Not Applicable;;;;;;;
f7QQKXPxjp0;3;Person standing on the grass;Non-trivial;Not Applicable;;;;;;;
fSwW7YRwvRk;0;man in blue suit rolling on the gound;Non-trivial;Not Applicable;;;;;;;
fSwW7YRwvRk;1;Man in white suit wrestling with another man;Non-trivial;Not Applicable;;;;;;;
gnZssGiQC7A;0;man in white shirt running towards the sand pit;Non-trivial;Not Applicable;;;;;;;
gnZssGiQC7A;1;a man in red is walking on the bottom;Non-trivial;Not Applicable;;;;;;;
guKjTvKZPrU;0;a green car is parked between a black and yellow car outside;Non-trivial;Not Applicable;;;;;;;
guKjTvKZPrU;1;Black car is standing near yellow and gray cars;Non-trivial;Not Applicable;;;;;;;
guKjTvKZPrU;2;Blue car is running through the street;Non-trivial;Not Applicable;;;;;;;
guKjTvKZPrU;3;man with a black shoulder bag walking across the street;Non-trivial;Not Applicable;;;;;;;
guKjTvKZPrU;4;woman walking to the left;Non-trivial;Not Applicable;;;;;;;
guKjTvKZPrU;5;a yellow cab is going on the street of an asian country;Not a Referring Expression;Not Applicable;;;;;;;
h-6X6gTYiUU;0;a soldier is crawling;Non-trivial;Minimum Information;0;0;1;0;1;0;0
h-6X6gTYiUU;1;soldier is standing on the ground;Non-trivial;Redundant Information;0;0;1;1;0;0;1
h1qFLT11s5c;0;man standing on the right;Non-trivial;Redundant Information;0;0;1;1;0;0;1
h1qFLT11s5c;1;a blue bowling ball is moving;Non-trivial;Redundant Information;1;0;1;0;1;0;0
h1qFLT11s5c;2;Guy is slipping on the bowling track;Non-trivial;Redundant Information;0;0;1;1;1;0;0
haLv82NNfbY;0;a man in blue jersey is playing with a ball;Trivial (Single Object Category);Not Applicable;;;;;;;
haLv82NNfbY;1;football rolling on the ground;Trivial (Single Object Category);Not Applicable;;;;;;;
ih4LJ3e4Y2g;0;Man in the white kimono is fighting on the tatami;Non-trivial;Redundant Information;1;0;1;1;1;0;0
ih4LJ3e4Y2g;1;a man in blue is rotating on the air;Non-trivial;Redundant Information;1;0;1;1;1;0;0
ih4LJ3e4Y2g;2;man in black suit standing on the right;Non-trivial;Redundant Information;1;0;1;1;0;0;1
j3_XpeMbjDc;0;a silver car is parked on the left;Not a Referring Expression;Not Applicable;;;;;;;
j3_XpeMbjDc;1;man in green top throwing a basketball;Non-trivial;Redundant Information;1;0;1;0;1;1;0
j3_XpeMbjDc;2;a ball is flying on the air;Trivial (Single Object Category);Not Applicable;;;;;;;
jvRnA8WoXAk;0;man crawling;Not a Referring Expression;Not Applicable;;;;;;;
jvRnA8WoXAk;1;a soldier is crawling and then running;Non-trivial;Redundant Information;0;0;1;0;1;0;0
k1ZSsLL-HZo;0;Dotted dog running;Trivial (Single Object Category);Not Applicable;;;;;;;
k1ZSsLL-HZo;1;Dalmatian dog running in the dog show;Trivial (Single Object Category);Not Applicable;;;;;;;
kgNU2YTPs6Q;0;white dog jumping;Non-trivial;Redundant Information;1;0;1;0;1;0;0
kgNU2YTPs6Q;1;a person in green shirt is standing;Non-trivial;Redundant Information;1;0;1;0;0;0;1
kgNU2YTPs6Q;2;man in yellow shirt standing;Non-trivial;Redundant Information;1;0;1;0;0;0;1
kgNU2YTPs6Q;3;woman in orange shirt running with a dog;Non-trivial;Redundant Information;1;0;1;1;1;0;0
ko7QYFoWAvU;0;a man in blue shirt is crawling;Trivial (Single Object Category);Not Applicable;;;;;;;
ko7QYFoWAvU;1;man is crawling in front of the mirror;Trivial (Single Object Category);Not Applicable;;;;;;;
krX_tud9inY;0;woman running with a dog;Trivial (Single Object Category);Not Applicable;;;;;;;
krX_tud9inY;1;black dog jumping on the grass;Trivial (Single Object Category);Not Applicable;;;;;;;
lGIbG1mUTxs;0;woman in brown clothes running in the middle;Non-trivial;Redundant Information;1;0;1;1;1;0;0
lGIbG1mUTxs;1;the number 245 man in blue jersey is running;Non-trivial;Redundant Information;1;0;1;0;1;0;0
lGIbG1mUTxs;2;man in yellow shirt and blue shorts running on the right;Non-trivial;Redundant Information;1;0;1;1;1;0;0
lGIbG1mUTxs;3;the yellow second person from the left is running;Incorrect Referring Expression;Not Applicable;;;;;;;
lJzD2oNPVpQ;0;the green car is moving up and down;Trivial (Single Object Category);Not Applicable;;;;;;;
lJzD2oNPVpQ;1;man with silver hair standing in the middle;Non-trivial;Redundant Information;1;0;1;1;0;0;1
-EKuFGo77JM;0;a baby is rolling on the floor;Trivial;Not Applicable;;;;;;;
-EKuFGo77JM;1; green ball is on the floor;Trivial;Not Applicable;;;;;;;
-MTB_0zfFXc;0;a woman is playing with her cat outside;Trivial;Not Applicable;;;;;;;
-MTB_0zfFXc;1;Tiger cat is jumping in the corridor;Trivial;Not Applicable;;;;;;;
-xXJZjaJZ_Y;0;a green bird is rolling ;Trivial;Not Applicable;;;;;;;
-xXJZjaJZ_Y;1;hand is showing a parrot to roll;Trivial;Not Applicable;;;;;;;
01wmkiDXDD8;0;an orange ball is jumping up and down;Trivial;Not Applicable;;;;;;;
0uv_N0EhfmQ;0;a man in suit is running ;Trivial;Not Applicable;;;;;;;
0uv_N0EhfmQ;1;brown dog walking with a man;Trivial;Not Applicable;;;;;;;
2yu9Qkdo4HY;0;baby is crawling the stairs;Trivial;Not Applicable;;;;;;;
2yu9Qkdo4HY;1;man behind on the stairs;Trivial;Not Applicable;;;;;;;
4oYv3cxuwwc;0;baby in white walking next to a woman;Trivial;Not Applicable;;;;;;;
4oYv3cxuwwc;1;Woman sitting on the floor;Trivial;Not Applicable;;;;;;;
4oYv3cxuwwc;2;a green ball is in hands of a woman;Trivial;Not Applicable;;;;;;;
57AYg0BbqjY;0;person lying on the floor ;Trivial;Not Applicable;;;;;;;
57AYg0BbqjY;1;black dog crawling on the carpet;Trivial;Not Applicable;;;;;;;
5BTwZJWHqmk;0;black dog jumping over the obstacles;Trivial;Not Applicable;;;;;;;
5BTwZJWHqmk;1;a green woman is running;Trivial;Not Applicable;;;;;;;
7kV4-ziw4pU;1;a ball is flying on the air;Trivial;Not Applicable;;;;;;;
